,Kjell,Sørensen,Agender,02.03.2005,ehalvorsen@example.net,+4781065668,Brekkerøa 6,5973,Reidunbø,Elise,Berg,473 04 738,2024-09-02 05:34:52
,Håkon,Jenssen,Ikke-binær,14.08.2006,hildenygaard@example.com,+4731172849,Aliåsen 157,8861,Tangen,Gro,Ali,03330889,2024-09-02 05:34:52
,Sissel,Myhre,Ikke-binær,12.02.2005,knutsenhanna@example.org,98556780,Jacobsenlia 3,0804,Emilvik,Bjørg,Eliassen,22 03 71 47,2024-09-02 05:34:53
,Nina,Simonsen,Ikke-binær,09.03.2010,kim91@example.com,+4770523379,Mathisenhagen 79,4701,Jennyhamn,Sara,Christensen,+4710110071,2024-09-02 05:34:53
,Jørgen,Moe,Agender,06.02.2004,aasensiv@example.com,17 77 31 23,Eideplassen 2,4654,Olsen,Øyvind,Rasmussen,37142742,2024-09-02 05:34:53
,Maren,Haug,Agender,29.06.2005,lindaevensen@example.com,975 17 474,Bergestranda 9,1686,Roarvik,Thea,Haugland,96825420,2024-09-02 05:34:54
,Kåre,Madsen,Ikke-binær,09.02.2004,vstroem@example.com,24 39 64 77,Rasmussenlia 4,5587,Berg,Turid,Aas,99397110,2024-09-02 05:34:54
,Vilde,Halvorsen,Mann,16.10.2007,tone90@example.com,77556021,Danielsentjernet 91C,3576,Aasen,Sindre,Ødegård,74319739,2024-09-02 05:34:54
,Pål,Jacobsen,Ikke-binær,17.09.2006,jorunn53@example.com,44777592,Thomassenskrenten 9C,9181,Antonsen,Silje,Strand,99290880,2024-09-02 05:34:55
,May,Aas,Annet,12.09.2004,karlsensiv@example.com,82742855,Nilsenspranget 41,1522,Andreassen,Åse,Jensen,+4743924172,2024-09-02 05:34:55
,Robert,Nguyen,Annet,28.03.2004,andersenmonica@example.com,+47 65 54 96 44,Andersenengen 4,5839,Heidifjord,Pål,Brekke,+4744209539,2024-09-02 05:34:55
,Tone,Paulsen,Ikke-binær,28.07.2007,enielsen@example.com,56 29 10 67,Lundgropa 34,4232,Toneø,Eivind,Martinsen,+4741229062,2024-09-02 05:34:55
,Kåre,Thorsen,Annet,21.09.2005,hannaholm@example.org,81002424,Tveittunet 03,8269,Karenfjell,Elin,Sandvik,917 14 699,2024-09-02 05:34:56
,Frank,Paulsen,Kvinne,04.01.2004,alipaal@example.org,78 63 76 34,Alihavna 1,0728,Johannesøy,Tor,Sandvik,40892536,2024-09-02 05:34:56
,Steinar,Hansen,Mann,01.07.2007,hanssenmonica@example.com,42160742,Alijordet 31,6592,Gulbrandsen,Jenny,Pettersen,76434880,2024-09-02 05:34:57
,Malin,Hagen,Annet,16.08.2005,nielsenkari@example.org,23 82 09 07,Bergejordet 443,3538,Astridvik,Maria,Halvorsen,41652233,2024-09-02 05:34:57
,Martin,Pedersen,Agender,28.04.2007,lsaether@example.com,+47 44 61 57 53,Bergelia 26,8522,Leifbø,Kjetil,Gulbrandsen,442 70 218,2024-09-02 05:34:57
,Laila,Olsen,Annet,11.11.2005,evensenmarius@example.org,69683378,Myklebuståsen 3C,4048,Andreassen,Sigrid,Thorsen,987 94 613,2024-09-02 05:34:58
,Ragnhild,Bakken,Agender,16.02.2006,gro69@example.com,68 43 39 62,Myklebustgjerdet 2C,5814,Johaneid,Roy,Strand,68500955,2024-09-02 05:34:59
,Reidun,Hanssen,Agender,13.10.2008,erikjohannessen@example.net,910 03 452,Brekkelyngen 1,9164,Hansen,Bjørg,Holm,+47 82 21 26 03,2024-09-02 05:34:59
,Einar,Andersen,Kjønnsqueer,04.03.2009,tsolberg@example.net,11 38 47 52,Hanssenvollen 86,9091,Jonøy,Steinar,Holm,97945319,2024-09-02 05:34:59
,Trine,Nielsen,Kjønnsqueer,01.05.2008,myhremagne@example.net,34210259,Nguyenalléen 1,3462,Berntsen,Mette,Kristoffersen,442 30 519,2024-09-02 05:35:00
,Einar,Larsen,Agender,19.02.2009,martinsenespen@example.net,01 03 33 31,Ødegårdlunden 8,8805,Tonjehelle,Gerd,Tveit,40468163,2024-09-02 05:35:00
,Magnus,Pettersen,Agender,13.08.2010,stighauge@example.com,34573921,Solbergløkka 2C,8013,Sandvik,Øystein,Christensen,67461135,2024-09-02 05:35:00
,Kari,Rønning,Kjønnsqueer,05.10.2009,weliassen@example.org,72589033,Gundersenhavna 3C,0319,Gerdborg,Anita,Hanssen,935 89 265,2024-09-02 05:35:01
,Jørgen,Danielsen,Kjønnsqueer,17.02.2004,halvorsensolveig@example.org,36315263,Sivertsengata 9A,1465,Mariadal,Anette,Birkeland,47947717,2024-09-02 05:35:01
,Svein,Iversen,Ikke-binær,11.08.2008,upettersen@example.org,84250193,Nilsenstien 5,2050,Hauge,Einar,Isaksen,49296045,2024-09-02 05:35:01
,Fredrik,Jensen,Kjønnsqueer,23.04.2008,christensenkjell@example.org,49498226,Nielsengata 5,2155,Robertvik,Leif,Hanssen,990 31 751,2024-09-02 05:35:02
,Ragnhild,Kristoffersen,Agender,08.07.2010,eriksenheidi@example.org,+47 90 50 56 57,Sørensenkollen 557,6056,Hansen,Anders,Aasen,+4772157818,2024-09-02 05:35:02
,John,Berg,Mann,05.09.2007,fvik@example.com,445 66 276,Eliassenvika 41,6300,Berntsen,Thea,Eliassen,91121514,2024-09-02 05:35:02
,Håvard,Ali,Agender,08.01.2005,aud87@example.com,960 17 979,Bakkenløkka 9,4637,Eriksen,Ingeborg,Ødegård,989 72 624,2024-09-02 05:35:03
,Adrian,Vik,Ikke-binær,21.11.2004,bkristoffersen@example.com,+4724326732,Andreassenskrenten 10,8749,Ali,Stig,Vik,80 02 51 69,2024-09-02 05:35:03
,Terje,Iversen,Mann,27.08.2008,sdanielsen@example.org,457 51 693,Halvorsengropa 7E,4708,Maritodden,Frode,Thomassen,492 72 279,2024-09-02 05:35:03
,Martin,Halvorsen,Annet,19.07.2009,simeneide@example.com,42 06 19 51,Ødegårdskogen 6,9483,Karlsen,Alf,Isaksen,923 65 612,2024-09-02 05:35:04
,Aud,Berntsen,Ikke-binær,13.12.2007,zmathisen@example.com,906 70 113,Henriksenjordet 6,1587,Helenehelle,Magne,Iversen,95 26 90 20,2024-09-02 05:35:04
,Kristin,Ahmed,Ikke-binær,27.05.2006,frode66@example.net,58 62 68 29,Bøehaugen 677,1254,Camillaborg,Sondre,Eide,08379557,2024-09-02 05:35:04
,Kim,Eriksen,Mann,23.12.2009,ivar42@example.com,49799654,Bakkegrenda 6D,9482,Emilodden,Siri,Bakke,+47 59 14 85 88,2024-09-02 05:35:05
,Ingeborg,Rasmussen,Ikke-binær,26.08.2006,erlingandreassen@example.com,96185398,Liegata 2A,5633,Grofjord,Dag,Tangen,21827875,2024-09-02 05:35:05
,Åse,Haugen,Agender,01.05.2010,nnygaard@example.net,+47 26 96 84 54,Edvardsenbakken 19H,5276,Beritvik,Andreas,Myhre,491 71 798,2024-09-02 05:35:05
,Anna,Knudsen,Agender,10.09.2009,olaboee@example.com,47553504,Hellandbråten 39D,9420,Johansen,Ragnhild,Fredriksen,33545806,2024-09-02 05:35:05
,Einar,Nilsen,Mann,26.10.2005,bente46@example.net,31 45 10 98,Lieflata 11,5389,Bentebø,Sara,Fredriksen,90234153,2024-09-02 05:35:05
,Kristine,Lund,Annet,14.06.2007,naesstommy@example.org,+4773366541,Karlsenhagen 6,4204,Haug,Petter,Kristensen,94108526,2024-09-02 05:35:05
,Nina,Nguyen,Mann,01.08.2007,simonsenjonas@example.com,04 09 60 78,Martinsenmyra 8,9438,Cathrinedal,Helene,Madsen,914 54 500,2024-09-02 05:35:05
